,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,Name 
3,,23/03/2014,West Indies,Shere Bangla National Stadium,-,0,,0/27,1,58.00,,0,,,,23 years 201 days,"Mohammed Shami
            - T20 Internationals - Progressive Averages and Aggregates Summary"
4,,28/03/2014,Bangladesh,Shere Bangla National Stadium,-,0,,1/29,2,43.50,,0,,,,23 years 206 days,"Mohammed Shami
            - T20 Internationals - Progressive Averages and Aggregates Summary"
5,,07/09/2014,England,Edgbaston,-,0,,3/38,5,25.00,,0,,,,24 years 4 days,"Mohammed Shami
            - T20 Internationals - Progressive Averages and Aggregates Summary"
6,,27/08/2016,West Indies,Central Broward Regional Park,-,0,,1/48,6,28.83,,0,,,,25 years 359 days,"Mohammed Shami
            - T20 Internationals - Progressive Averages and Aggregates Summary"
7,,28/08/2016,West Indies,Central Broward Regional Park,-,0,,2/31,8,25.50,,0,,,,25 years 360 days,"Mohammed Shami
            - T20 Internationals - Progressive Averages and Aggregates Summary"
8,,09/07/2017,West Indies,Sabina Park,-,0,,0/46,8,31.25,,0,,,,26 years 309 days,"Mohammed Shami
            - T20 Internationals - Progressive Averages and Aggregates Summary"
9,,11/12/2019,West Indies,Wankhede Stadium,-,0,,2/25,10,27.50,,0,,,,29 years 99 days,"Mohammed Shami
            - T20 Internationals - Progressive Averages and Aggregates Summary"
10,,24/01/2020,New Zealand,Eden Park,-,0,,0/53,10,32.80,,0,,,,29 years 143 days,"Mohammed Shami
            - T20 Internationals - Progressive Averages and Aggregates Summary"
11,,26/01/2020,New Zealand,Eden Park,-,0,,0/22,10,35.00,,0,,,,29 years 145 days,"Mohammed Shami
            - T20 Internationals - Progressive Averages and Aggregates Summary"
12,,29/01/2020,New Zealand,Seddon Park,-,0,,2/32,12,31.83,,0,,,,29 years 148 days,"Mohammed Shami
            - T20 Internationals - Progressive Averages and Aggregates Summary"
13,,04/12/2020,Australia,Manuka Oval,-,0,,0/46,12,35.67,,0,,,,30 years 92 days,"Mohammed Shami
            - T20 Internationals - Progressive Averages and Aggregates Summary"
14,1,24/10/2021,Pakistan,Dubai International Cricket Stadium,0*,0,,0/43,12,39.25,,0,,,,31 years 51 days,"Mohammed Shami
            - T20 Internationals - Progressive Averages and Aggregates Summary"
15,2,31/10/2021,New Zealand,Dubai International Cricket Stadium,0*,0,,0/11,12,40.17,,0,,,,31 years 58 days,"Mohammed Shami
            - T20 Internationals - Progressive Averages and Aggregates Summary"
16,,03/11/2021,Afghanistan,Sheikh Zayed Stadium,-,0,,3/32,15,34.27,,0,,,,31 years 61 days,"Mohammed Shami
            - T20 Internationals - Progressive Averages and Aggregates Summary"
17,,05/11/2021,Scotland,Dubai International Cricket Stadium,-,0,,3/15,18,29.39,,0,,,,31 years 63 days,"Mohammed Shami
            - T20 Internationals - Progressive Averages and Aggregates Summary"
18,,08/11/2021,Namibia,Dubai International Cricket Stadium,-,0,,0/39,18,31.56,1,1,,,,31 years 66 days,"Mohammed Shami
            - T20 Internationals - Progressive Averages and Aggregates Summary"
19,,23/10/2022,Pakistan,Melbourne Cricket Ground,-,0,,1/25,19,31.21,,1,,,,32 years 50 days,"Mohammed Shami
            - T20 Internationals - Progressive Averages and Aggregates Summary"
20,,27/10/2022,Netherlands,Sydney Cricket Ground,-,0,,1/27,20,31.00,,1,,,,32 years 54 days,"Mohammed Shami
            - T20 Internationals - Progressive Averages and Aggregates Summary"
21,3,30/10/2022,South Africa,Perth Stadium,0,0,0.00,1/13,21,30.14,,1,,,,32 years 57 days,"Mohammed Shami
            - T20 Internationals - Progressive Averages and Aggregates Summary"
22,,02/11/2022,Bangladesh,Adelaide Oval,-,0,0.00,1/25,22,29.91,,1,,,,32 years 60 days,"Mohammed Shami
            - T20 Internationals - Progressive Averages and Aggregates Summary"
23,,06/11/2022,Zimbabwe,Melbourne Cricket Ground,-,0,0.00,2/14,24,28.00,,1,,,,32 years 64 days,"Mohammed Shami
            - T20 Internationals - Progressive Averages and Aggregates Summary"
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,Name
0,Innings,Date,Versus,Ground,Batting,Batting,Batting,Bowling,Bowling,Bowling,Fielding,Fielding,Keeping,Keeping,Keeping,Age,"Mohammed Siraj
            - T20 Internationals - Progressive Averages and Aggregates Summary"
1,Innings,Date,Versus,Ground,Runs,Aggr,Avg,Wkts,Aggr,Avg,Ca,Agg,Ca,St,Agg,Age,"Mohammed Siraj
            - T20 Internationals - Progressive Averages and Aggregates Summary"
2,,04/11/2017,New Zealand,Saurashtra Cricket Association Stadium,-,0,,1/53,1,53.00,,0,,,,23 years 236 days,"Mohammed Siraj
            - T20 Internationals - Progressive Averages and Aggregates Summary"
3,,24/12/2017,Sri Lanka,Wankhede Stadium,-,0,,1/45,2,49.00,1,1,,,,23 years 286 days,"Mohammed Siraj
            - T20 Internationals - Progressive Averages and Aggregates Summary"
4,,14/03/2018,Bangladesh,R Premadasa Stadium,-,0,,1/50,3,49.33,,1,,,,24 years 1 days,"Mohammed Siraj
            - T20 Internationals - Progressive Averages and Aggregates Summary"
5,,17/11/2021,New Zealand,Sawai Mansingh Stadium,-,0,,1/39,4,46.75,,1,,,,27 years 249 days,"Mohammed Siraj
            - T20 Internationals - Progressive Averages and Aggregates Summary"
6,,27/02/2022,Sri Lanka,Himachal Pradesh Cricket Association Stadium,-,0,,1/22,5,41.80,,1,,,,27 years 351 days,"Mohammed Siraj
            - T20 Internationals - Progressive Averages and Aggregates Summary"
7,1,04/10/2022,South Africa,Holkar Cricket Stadium,5,5,5.00,0/44,5,50.60,,1,,,,28 years 205 days,"Mohammed Siraj
            - T20 Internationals - Progressive Averages and Aggregates Summary"
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,Name
0,Innings,Date,Versus,Ground,Batting,Batting,Batting,Bowling,Bowling,Bowling,Fielding,Fielding,Keeping,Keeping,Keeping,Age,"Thangarasu Natarajan
            - T20 Internationals - Progressive Averages and Aggregates Summary"
1,Innings,Date,Versus,Ground,Runs,Aggr,Avg,Wkts,Aggr,Avg,Ca,Agg,Ca,St,Agg,Age,"Thangarasu Natarajan
            - T20 Internationals - Progressive Averages and Aggregates Summary"
2,,04/12/2020,Australia,Manuka Oval,-,0,,3/30,3,10.00,,0,,,,29 years 191 days,"Thangarasu Natarajan
            - T20 Internationals - Progressive Averages and Aggregates Summary"
3,,06/12/2020,Australia,Sydney Cricket Ground,-,0,,2/20,5,10.00,,0,,,,29 years 193 days,"Thangarasu Natarajan
            - T20 Internationals - Progressive Averages and Aggregates Summary"
4,,08/12/2020,Australia,Sydney Cricket Ground,-,0,,1/33,6,13.83,,0,,,,29 years 195 days,"Thangarasu Natarajan
            - T20 Internationals - Progressive Averages and Aggregates Summary"
5,,20/03/2021,England,Narendra Modi Stadium,-,0,,1/39,7,17.43,,0,,,,29 years 297 days,"Thangarasu Natarajan
            - T20 Internationals - Progressive Averages and Aggregates Summary"
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,Name
0,Innings,Date,Versus,Ground,Batting,Batting,Batting,Bowling,Bowling,Bowling,Fielding,Fielding,Keeping,Keeping,Keeping,Age,"Devdutt Padikkal
            - T20 Internationals - Progressive Averages and Aggregates Summary"
1,Innings,Date,Versus,Ground,Runs,Aggr,Avg,Wkts,Aggr,Avg,Ca,Agg,Ca,St,Agg,Age,"Devdutt Padikkal
            - T20 Internationals - Progressive Averages and Aggregates Summary"
2,1,28/07/2021,Sri Lanka,R Premadasa Stadium,29,29,29.00,,0,,,0,,,,21 years 21 days,"Devdutt Padikkal
            - T20 Internationals - Progressive Averages and Aggregates Summary"
3,2,29/07/2021,Sri Lanka,R Premadasa Stadium,9,38,19.00,,0,,,0,,,,21 years 22 days,"Devdutt Padikkal
            - T20 Internationals - Progressive Averages and Aggregates Summary"
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,Name
0,Innings,Date,Versus,Ground,Batting,Batting,Batting,Bowling,Bowling,Bowling,Fielding,Fielding,Keeping,Keeping,Keeping,Age,"Manish Pandey
            - T20 Internationals - Progressive Averages and Aggregates Summary"
1,Innings,Date,Versus,Ground,Runs,Aggr,Avg,Wkts,Aggr,Avg,Ca,Agg,Ca,St,Agg,Age,"Manish Pandey
            - T20 Internationals - Progressive Averages and Aggregates Summary"
2,1,17/07/2015,Zimbabwe,Harare Sports Club,19,19,19.00,,0,,1,1,,,,25 years 310 days,"Manish Pandey
            - T20 Internationals - Progressive Averages and Aggregates Summary"
3,2,19/07/2015,Zimbabwe,Harare Sports Club,0,19,9.50,,0,,,1,,,,25 years 312 days,"Manish Pandey
            - T20 Internationals - Progressive Averages and Aggregates Summary"
4,,31/03/2016,West Indies,Wankhede Stadium,-,19,9.50,,0,,,1,,,,26 years 203 days,"Manish Pandey
            - T20 Internationals - Progressive Averages and Aggregates Summary"
5,3,18/06/2016,Zimbabwe,Harare Sports Club,48,67,22.33,,0,,,1,,,,26 years 282 days,"Manish Pandey
            - T20 Internationals - Progressive Averages and Aggregates Summary"
6,,20/06/2016,Zimbabwe,Harare Sports Club,-,67,22.33,,0,,,1,,,,26 years 284 days,"Manish Pandey
            - T20 Internationals - Progressive Averages and Aggregates Summary"
7,4,22/06/2016,Zimbabwe,Harare Sports Club,0,67,16.75,,0,,,1,,,,26 years 286 days,"Manish Pandey
            - T20 Internationals - Progressive Averages and Aggregates Summary"
8,5,26/01/2017,England,Green Park,3,70,14.00,,0,,,1,,,,27 years 138 days,"Manish Pandey
            - T20 Internationals - Progressive Averages and Aggregates Summary"
9,6,29/01/2017,England,Vidarbha Cricket Association Stadium,30,100,16.67,,0,,,1,,,,27 years 141 days,"Manish Pandey
            - T20 Internationals - Progressive Averages and Aggregates Summary"
10,7,06/09/2017,Sri Lanka,R Premadasa Stadium,51*,151,25.17,,0,,,1,,,,27 years 361 days,"Manish Pandey
            - T20 Internationals - Progressive Averages and Aggregates Summary"
11,,07/10/2017,Australia,JSCA International Stadium Complex,-,151,25.17,,0,,,1,,,,28 years 27 days,"Manish Pandey
            - T20 Internationals - Progressive Averages and Aggregates Summary"
12,8,10/10/2017,Australia,Barsapara Cricket Stadium,6,157,22.43,,0,,,1,,,,28 years 30 days,"Manish Pandey
            - T20 Internationals - Progressive Averages and Aggregates Summary"
13,9,07/11/2017,New Zealand,Greenfield International Stadium,17,174,21.75,,0,,,1,,,,28 years 58 days,"Manish Pandey
            - T20 Internationals - Progressive Averages and Aggregates Summary"
14,10,20/12/2017,Sri Lanka,Barabati Stadium,32*,206,25.75,,0,,,1,,,,28 years 101 days,"Manish Pandey
            - T20 Internationals - Progressive Averages and Aggregates Summary"
15,11,22/12/2017,Sri Lanka,Holkar Cricket Stadium,1*,207,25.88,,0,,2,3,,,,28 years 103 days,"Manish Pandey
            - T20 Internationals - Progressive Averages and Aggregates Summary"
16,12,24/12/2017,Sri Lanka,Wankhede Stadium,32,239,26.56,,0,,,3,,,,28 years 105 days,"Manish Pandey
            - T20 Internationals - Progressive Averages and Aggregates Summary"
17,13,18/02/2018,South Africa,Wanderers Stadium,29*,268,29.78,,0,,1,4,,,,28 years 161 days,"Manish Pandey
            - T20 Internationals - Progressive Averages and Aggregates Summary"
18,14,21/02/2018,South Africa,SuperSport Park,79*,347,38.56,,0,,,4,,,,28 years 164 days,"Manish Pandey
            - T20 Internationals - Progressive Averages and Aggregates Summary"
19,15,24/02/2018,South Africa,Newlands,13,360,36.00,,0,,,4,,,,28 years 167 days,"Manish Pandey
            - T20 Internationals - Progressive Averages and Aggregates Summary"
20,16,06/03/2018,Sri Lanka,R Premadasa Stadium,37,397,36.09,,0,,,4,,,,28 years 177 days,"Manish Pandey
            - T20 Internationals - Progressive Averages and Aggregates Summary"
21,17,08/03/2018,Bangladesh,R Premadasa Stadium,27*,424,38.55,,0,,1,5,,,,28 years 179 days,"Manish Pandey
            - T20 Internationals - Progressive Averages and Aggregates Summary"
22,18,12/03/2018,Sri Lanka,R Premadasa Stadium,42*,466,42.36,,0,,,5,,,,28 years 183 days,"Manish Pandey
            - T20 Internationals - Progressive Averages and Aggregates Summary"
23,,14/03/2018,Bangladesh,R Premadasa Stadium,-,466,42.36,,0,,,5,,,,28 years 185 days,"Manish Pandey
            - T20 Internationals - Progressive Averages and Aggregates Summary"
24,19,18/03/2018,Bangladesh,R Premadasa Stadium,28,494,41.17,,0,,,5,,,,28 years 189 days,"Manish Pandey
            - T20 Internationals - Progressive Averages and Aggregates Summary"
25,20,27/06/2018,Ireland,The Village,0*,494,41.17,,0,,,5,,,,28 years 290 days,"Manish Pandey
            - T20 Internationals - Progressive Averages and Aggregates Summary"
26,21,29/06/2018,Ireland,The Village,21*,515,42.92,,0,,,5,,,,28 years 292 days,"Manish Pandey
            - T20 Internationals - Progressive Averages and Aggregates Summary"
27,22,04/11/2018,West Indies,Eden Gardens,19,534,41.08,,0,,1,6,,,,29 years 55 days,"Manish Pandey
            - T20 Internationals - Progressive Averages and Aggregates Summary"
28,,06/11/2018,West Indies,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,-,534,41.08,,0,,,6,,,,29 years 57 days,"Manish Pandey
            - T20 Internationals - Progressive Averages and Aggregates Summary"
29,23,11/11/2018,West Indies,MA Chidambaram Stadium,4*,538,41.38,,0,,,6,,,,29 years 62 days,"Manish Pandey
            - T20 Internationals - Progressive Averages and Aggregates Summary"
30,24,03/08/2019,West Indies,Central Broward Regional Park,19,557,39.79,,0,,,6,,,,29 years 327 days,"Manish Pandey
            - T20 Internationals - Progressive Averages and Aggregates Summary"
31,25,04/08/2019,West Indies,Central Broward Regional Park,6,563,37.53,,0,,1,7,,,,29 years 328 days,"Manish Pandey
            - T20 Internationals - Progressive Averages and Aggregates Summary"
32,26,06/08/2019,West Indies,Providence Stadium,2*,565,37.67,,0,,,7,,,,29 years 330 days,"Manish Pandey
            - T20 Internationals - Progressive Averages and Aggregates Summary"
33,27,10/11/2019,Bangladesh,Vidarbha Cricket Association Stadium,22*,587,39.13,,0,,,7,,,,30 years 61 days,"Manish Pandey
            - T20 Internationals - Progressive Averages and Aggregates Summary"
34,28,10/01/2020,Sri Lanka,Maharashtra Cricket Association Stadium,31*,618,41.20,,0,,1,8,,,,30 years 122 days,"Manish Pandey
            - T20 Internationals - Progressive Averages and Aggregates Summary"
35,29,24/01/2020,New Zealand,Eden Park,14*,632,42.13,,0,,,8,,,,30 years 136 days,"Manish Pandey
            - T20 Internationals - Progressive Averages and Aggregates Summary"
36,,26/01/2020,New Zealand,Eden Park,-,632,42.13,,0,,,8,,,,30 years 138 days,"Manish Pandey
            - T20 Internationals - Progressive Averages and Aggregates Summary"
37,30,29/01/2020,New Zealand,Seddon Park,14*,646,43.07,,0,,,8,,,,30 years 141 days,"Manish Pandey
            - T20 Internationals - Progressive Averages and Aggregates Summary"
38,31,31/01/2020,New Zealand,Westpac Stadium,50*,696,46.40,,0,,,8,,,,30 years 143 days,"Manish Pandey
            - T20 Internationals - Progressive Averages and Aggregates Summary"
39,32,02/02/2020,New Zealand,Bay Oval,11*,707,47.13,,0,,1,9,,,,30 years 145 days,"Manish Pandey
            - T20 Internationals - Progressive Averages and Aggregates Summary"
40,33,04/12/2020,Australia,Manuka Oval,2,709,44.31,,0,,,9,,,,31 years 85 days,"Manish Pandey
            - T20 Internationals - Progressive Averages and Aggregates Summary"
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,Name
0,Innings,Date,Versus,Ground,Batting,Batting,Batting,Bowling,Bowling,Bowling,Fielding,Fielding,Keeping,Keeping,Keeping,Age,"Hardik Pandya
            - T20 Internationals - Progressive Averages and Aggregates Summary"
1,Innings,Date,Versus,Ground,Runs,Aggr,Avg,Wkts,Aggr,Avg,Ca,Agg,Ca,St,Agg,Age,"Hardik Pandya
            - T20 Internationals - Progressive Averages and Aggregates Summary"
2,,26/01/2016,Australia,Adelaide Oval,-,0,,2/37,2,18.50,1,1,,,,22 years 107 days,"Hardik Pandya
            - T20 Internationals - Progressive Averages and Aggregates Summary"
3,,29/01/2016,Australia,Melbourne Cricket Ground,-,0,,1/17,3,18.00,1,2,,,,22 years 110 days,"Hardik Pandya
            - T20 Internationals - Progressive Averages and Aggregates Summary"
4,,31/01/2016,Australia,Sydney Cricket Ground,-,0,,0/24,3,26.00,,2,,,,22 years 112 days,"Hardik Pandya
            - T20 Internationals - Progressive Averages and Aggregates Summary"
5,1,09/02/2016,Sri Lanka,Maharashtra Cricket Association Stadium,2,2,2.00,0/18,3,32.00,,2,,,,22 years 121 days,"Hardik Pandya
            - T20 Internationals - Progressive Averages and Aggregates Summary"
6,2,12/02/2016,Sri Lanka,JSCA International Stadium Complex,27,29,14.50,0/5,3,33.67,1,3,,,,22 years 124 days,"Hardik Pandya
            - T20 Internationals - Progressive Averages and Aggregates Summary"
7,,14/02/2016,Sri Lanka,Dr YS Rajasekhara Reddy Cricket Stadium,-,29,14.50,0/13,3,38.00,1,4,,,,22 years 126 days,"Hardik Pandya
            - T20 Internationals - Progressive Averages and Aggregates Summary"
8,3,24/02/2016,Bangladesh,Shere Bangla National Stadium,31,60,20.00,1/23,4,34.25,,4,,,,22 years 136 days,"Hardik Pandya
            - T20 Internationals - Progressive Averages and Aggregates Summary"
9,4,27/02/2016,Pakistan,Shere Bangla National Stadium,0,60,15.00,3/8,7,20.71,,4,,,,22 years 139 days,"Hardik Pandya
            - T20 Internationals - Progressive Averages and Aggregates Summary"
10,5,01/03/2016,Sri Lanka,Shere Bangla National Stadium,2,62,12.40,2/26,9,19.00,1,5,,,,22 years 142 days,"Hardik Pandya
            - T20 Internationals - Progressive Averages and Aggregates Summary"
11,,03/03/2016,United Arab Emirates,Shere Bangla National Stadium,-,62,12.40,1/11,10,18.20,1,6,,,,22 years 144 days,"Hardik Pandya
            - T20 Internationals - Progressive Averages and Aggregates Summary"
12,,06/03/2016,Bangladesh,Shere Bangla National Stadium,-,62,12.40,0/35,10,21.70,1,7,,,,22 years 147 days,"Hardik Pandya
            - T20 Internationals - Progressive Averages and Aggregates Summary"
13,6,15/03/2016,New Zealand,Vidarbha Cricket Association Stadium,1,63,10.50,0/10,10,22.70,1,8,,,,22 years 156 days,"Hardik Pandya
            - T20 Internationals - Progressive Averages and Aggregates Summary"
14,,19/03/2016,Pakistan,Eden Gardens,-,63,10.50,1/25,11,22.91,1,9,,,,22 years 160 days,"Hardik Pandya
            - T20 Internationals - Progressive Averages and Aggregates Summary"
15,7,23/03/2016,Bangladesh,M Chinnaswamy Stadium,15,78,11.14,2/29,13,21.62,1,10,,,,22 years 164 days,"Hardik Pandya
            - T20 Internationals - Progressive Averages and Aggregates Summary"
16,,27/03/2016,Australia,Punjab Cricket Association IS Bindra Stadium,-,78,11.14,2/36,15,21.13,,10,,,,22 years 168 days,"Hardik Pandya
            - T20 Internationals - Progressive Averages and Aggregates Summary"
17,,31/03/2016,West Indies,Wankhede Stadium,-,78,11.14,0/43,15,24.00,,10,,,,22 years 172 days,"Hardik Pandya
            - T20 Internationals - Progressive Averages and Aggregates Summary"
18,8,26/01/2017,England,Green Park,9,87,10.88,0/12,15,24.80,,10,,,,23 years 107 days,"Hardik Pandya
            - T20 Internationals - Progressive Averages and Aggregates Summary"
19,9,29/01/2017,England,Vidarbha Cricket Association Stadium,2,89,9.89,,15,24.80,1,11,,,,23 years 110 days,"Hardik Pandya
            - T20 Internationals - Progressive Averages and Aggregates Summary"
20,10,01/02/2017,England,M Chinnaswamy Stadium,11,100,10.00,0/17,15,25.93,,11,,,,23 years 113 days,"Hardik Pandya
            - T20 Internationals - Progressive Averages and Aggregates Summary"
21,,07/10/2017,Australia,JSCA International Stadium Complex,-,100,10.00,1/33,16,26.38,,11,,,,23 years 361 days,"Hardik Pandya
            - T20 Internationals - Progressive Averages and Aggregates Summary"
22,11,10/10/2017,Australia,Barsapara Cricket Stadium,25,125,11.36,0/13,16,27.19,,11,,,,23 years 364 days,"Hardik Pandya
            - T20 Internationals - Progressive Averages and Aggregates Summary"
23,12,01/11/2017,New Zealand,Arun Jaitley Stadium,0,125,10.42,1/11,17,26.24,1,12,,,,24 years 21 days,"Hardik Pandya
            - T20 Internationals - Progressive Averages and Aggregates Summary"
24,13,04/11/2017,New Zealand,Saurashtra Cricket Association Stadium,1,126,9.69,0/14,17,27.06,1,13,,,,24 years 24 days,"Hardik Pandya
            - T20 Internationals - Progressive Averages and Aggregates Summary"
25,14,07/11/2017,New Zealand,Greenfield International Stadium,14*,140,10.77,0/11,17,27.71,,13,,,,24 years 27 days,"Hardik Pandya
            - T20 Internationals - Progressive Averages and Aggregates Summary"
26,,20/12/2017,Sri Lanka,Barabati Stadium,-,140,10.77,3/29,20,25.00,2,15,,,,24 years 70 days,"Hardik Pandya
            - T20 Internationals - Progressive Averages and Aggregates Summary"
27,15,22/12/2017,Sri Lanka,Holkar Cricket Stadium,10,150,10.71,1/23,21,24.90,2,17,,,,24 years 72 days,"Hardik Pandya
            - T20 Internationals - Progressive Averages and Aggregates Summary"
28,16,24/12/2017,Sri Lanka,Wankhede Stadium,4,154,10.27,2/25,23,23.83,2,19,,,,24 years 74 days,"Hardik Pandya
            - T20 Internationals - Progressive Averages and Aggregates Summary"
29,17,18/02/2018,South Africa,Wanderers Stadium,13*,167,11.13,1/45,24,24.71,,19,,,,24 years 130 days,"Hardik Pandya
            - T20 Internationals - Progressive Averages and Aggregates Summary"
30,,21/02/2018,South Africa,SuperSport Park,-,167,11.13,1/31,25,24.96,1,20,,,,24 years 133 days,"Hardik Pandya
            - T20 Internationals - Progressive Averages and Aggregates Summary"
31,18,24/02/2018,South Africa,Newlands,21,188,11.75,1/22,26,24.85,,20,,,,24 years 136 days,"Hardik Pandya
            - T20 Internationals - Progressive Averages and Aggregates Summary"
32,19,27/06/2018,Ireland,The Village,6*,194,12.13,0/36,26,26.23,1,21,,,,24 years 259 days,"Hardik Pandya
            - T20 Internationals - Progressive Averages and Aggregates Summary"
33,20,29/06/2018,Ireland,The Village,32*,226,14.13,1/10,27,25.63,,21,,,,24 years 261 days,"Hardik Pandya
            - T20 Internationals - Progressive Averages and Aggregates Summary"
34,,03/07/2018,England,Old Trafford,-,226,14.13,1/33,28,25.89,,21,,,,24 years 265 days,"Hardik Pandya
            - T20 Internationals - Progressive Averages and Aggregates Summary"
35,21,06/07/2018,England,Sophia Gardens,12*,238,14.88,1/28,29,25.97,,21,,,,24 years 268 days,"Hardik Pandya
            - T20 Internationals - Progressive Averages and Aggregates Summary"
36,22,08/07/2018,England,County Ground (Bristol),33*,271,16.94,4/38,33,23.97,,21,,,,24 years 270 days,"Hardik Pandya
            - T20 Internationals - Progressive Averages and Aggregates Summary"
37,23,06/02/2019,New Zealand,Westpac Stadium,4,275,16.18,2/51,35,24.06,1,22,,,,25 years 118 days,"Hardik Pandya
            - T20 Internationals - Progressive Averages and Aggregates Summary"
38,,08/02/2019,New Zealand,Eden Park,-,275,16.18,1/36,36,24.39,,22,,,,25 years 120 days,"Hardik Pandya
            - T20 Internationals - Progressive Averages and Aggregates Summary"
39,24,10/02/2019,New Zealand,Seddon Park,21,296,16.44,0/44,36,25.61,1,23,,,,25 years 122 days,"Hardik Pandya
            - T20 Internationals - Progressive Averages and Aggregates Summary"
40,,18/09/2019,South Africa,Punjab Cricket Association IS Bindra Stadium,-,296,16.44,1/31,37,25.76,,23,,,,25 years 342 days,"Hardik Pandya
            - T20 Internationals - Progressive Averages and Aggregates Summary"
41,25,22/09/2019,South Africa,M Chinnaswamy Stadium,14,310,16.32,1/23,38,25.68,,23,,,,25 years 346 days,"Hardik Pandya
            - T20 Internationals - Progressive Averages and Aggregates Summary"
42,26,04/12/2020,Australia,Manuka Oval,16,326,16.30,,38,25.68,2,25,,,,27 years 54 days,"Hardik Pandya
            - T20 Internationals - Progressive Averages and Aggregates Summary"
43,27,06/12/2020,Australia,Sydney Cricket Ground,42*,368,18.40,,38,25.68,1,26,,,,27 years 56 days,"Hardik Pandya
            - T20 Internationals - Progressive Averages and Aggregates Summary"
44,28,08/12/2020,Australia,Sydney Cricket Ground,20,388,18.48,,38,25.68,1,27,,,,27 years 58 days,"Hardik Pandya
            - T20 Internationals - Progressive Averages and Aggregates Summary"
45,29,12/03/2021,England,Narendra Modi Stadium,19,407,18.50,0/13,38,26.03,,27,,,,27 years 152 days,"Hardik Pandya
            - T20 Internationals - Progressive Averages and Aggregates Summary"
46,,14/03/2021,England,Narendra Modi Stadium,-,407,18.50,0/33,38,26.89,1,28,,,,27 years 154 days,"Hardik Pandya
            - T20 Internationals - Progressive Averages and Aggregates Summary"
47,30,16/03/2021,England,Narendra Modi Stadium,17,424,18.43,0/22,38,27.47,,28,,,,27 years 156 days,"Hardik Pandya
            - T20 Internationals - Progressive Averages and Aggregates Summary"
48,31,18/03/2021,England,Narendra Modi Stadium,11,435,18.13,2/16,40,26.50,1,29,,,,27 years 158 days,"Hardik Pandya
            - T20 Internationals - Progressive Averages and Aggregates Summary"
49,32,20/03/2021,England,Narendra Modi Stadium,39*,474,19.75,1/34,41,26.68,1,30,,,,27 years 160 days,"Hardik Pandya
            - T20 Internationals - Progressive Averages and Aggregates Summary"
50,33,25/07/2021,Sri Lanka,R Premadasa Stadium,10,484,19.36,1/17,42,26.45,,30,,,,27 years 287 days,"Hardik Pandya
            - T20 Internationals - Progressive Averages and Aggregates Summary"
51,34,24/10/2021,Pakistan,Dubai International Cricket Stadium,11,495,19.04,,42,26.45,,30,,,,28 years 13 days,"Hardik Pandya
            - T20 Internationals - Progressive Averages and Aggregates Summary"
52,35,31/10/2021,New Zealand,Dubai International Cricket Stadium,23,518,19.19,0/17,42,26.86,,30,,,,28 years 20 days,"Hardik Pandya
            - T20 Internationals - Progressive Averages and Aggregates Summary"
53,36,03/11/2021,Afghanistan,Sheikh Zayed Stadium,35*,553,20.48,0/23,42,27.40,2,32,,,,28 years 23 days,"Hardik Pandya
            - T20 Internationals - Progressive Averages and Aggregates Summary"
54,,05/11/2021,Scotland,Dubai International Cricket Stadium,-,553,20.48,,42,27.40,2,34,,,,28 years 25 days,"Hardik Pandya
            - T20 Internationals - Progressive Averages and Aggregates Summary"
55,,08/11/2021,Namibia,Dubai International Cricket Stadium,-,553,20.48,,42,27.40,,34,,,,28 years 28 days,"Hardik Pandya
            - T20 Internationals - Progressive Averages and Aggregates Summary"
56,37,09/06/2022,South Africa,Arun Jaitley Stadium,31*,584,21.63,0/18,42,27.83,,34,,,,28 years 241 days,"Hardik Pandya
            - T20 Internationals - Progressive Averages and Aggregates Summary"
57,38,12/06/2022,South Africa,Barabati Stadium,9,593,21.18,0/31,42,28.57,,34,,,,28 years 244 days,"Hardik Pandya
            - T20 Internationals - Progressive Averages and Aggregates Summary"
58,39,14/06/2022,South Africa,Dr YS Rajasekhara Reddy Cricket Stadium,31*,624,22.29,,42,28.57,,34,,,,28 years 246 days,"Hardik Pandya
            - T20 Internationals - Progressive Averages and Aggregates Summary"
59,40,17/06/2022,South Africa,Saurashtra Cricket Association Stadium,46,670,23.10,0/12,42,28.86,,34,,,,28 years 249 days,"Hardik Pandya
            - T20 Internationals - Progressive Averages and Aggregates Summary"
60,,19/06/2022,South Africa,M Chinnaswamy Stadium,-,670,23.10,,42,28.86,,34,,,,28 years 251 days,"Hardik Pandya
            - T20 Internationals - Progressive Averages and Aggregates Summary"
61,41,26/06/2022,Ireland,The Village,24,694,23.13,1/26,43,28.79,,34,,,,28 years 258 days,"Hardik Pandya
            - T20 Internationals - Progressive Averages and Aggregates Summary"
62,42,28/06/2022,Ireland,The Village,13*,707,23.57,0/18,43,29.21,,34,,,,28 years 260 days,"Hardik Pandya
            - T20 Internationals - Progressive Averages and Aggregates Summary"
