,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,Name 
4,3,20/02/2022,West Indies,Eden Gardens,4,39,13.00,,0,,,1,,,,25 years 20 days,"Ruturaj Gaikwad
            - T20 Internationals - Progressive Averages and Aggregates Summary"
5,4,09/06/2022,South Africa,Arun Jaitley Stadium,23,62,15.50,,0,,,1,,,,25 years 129 days,"Ruturaj Gaikwad
            - T20 Internationals - Progressive Averages and Aggregates Summary"
6,5,12/06/2022,South Africa,Barabati Stadium,1,63,12.60,,0,,,1,,,,25 years 132 days,"Ruturaj Gaikwad
            - T20 Internationals - Progressive Averages and Aggregates Summary"
7,6,14/06/2022,South Africa,Dr YS Rajasekhara Reddy Cricket Stadium,57,120,20.00,,0,,1,2,,,,25 years 134 days,"Ruturaj Gaikwad
            - T20 Internationals - Progressive Averages and Aggregates Summary"
8,7,17/06/2022,South Africa,Saurashtra Cricket Association Stadium,5,125,17.86,,0,,3,5,,,,25 years 137 days,"Ruturaj Gaikwad
            - T20 Internationals - Progressive Averages and Aggregates Summary"
9,8,19/06/2022,South Africa,M Chinnaswamy Stadium,10,135,16.88,,0,,,5,,,,25 years 139 days,"Ruturaj Gaikwad
            - T20 Internationals - Progressive Averages and Aggregates Summary"
10,,26/06/2022,Ireland,The Village,-,135,16.88,,0,,,5,,,,25 years 146 days,"Ruturaj Gaikwad
            - T20 Internationals - Progressive Averages and Aggregates Summary"
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,Name
0,Innings,Date,Versus,Ground,Batting,Batting,Batting,Bowling,Bowling,Bowling,Fielding,Fielding,Keeping,Keeping,Keeping,Age,"Deepak Hooda
            - T20 Internationals - Progressive Averages and Aggregates Summary"
1,Innings,Date,Versus,Ground,Runs,Aggr,Avg,Wkts,Aggr,Avg,Ca,Agg,Ca,St,Agg,Age,"Deepak Hooda
            - T20 Internationals - Progressive Averages and Aggregates Summary"
2,,24/02/2022,Sri Lanka,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,-,0,,0/24,0,,,0,,,,26 years 311 days,"Deepak Hooda
            - T20 Internationals - Progressive Averages and Aggregates Summary"
3,,26/02/2022,Sri Lanka,Himachal Pradesh Cricket Association Stadium,-,0,,,0,,,0,,,,26 years 313 days,"Deepak Hooda
            - T20 Internationals - Progressive Averages and Aggregates Summary"
4,1,27/02/2022,Sri Lanka,Himachal Pradesh Cricket Association Stadium,21,21,21.00,,0,,,0,,,,26 years 314 days,"Deepak Hooda
            - T20 Internationals - Progressive Averages and Aggregates Summary"
5,2,26/06/2022,Ireland,The Village,47*,68,68.00,,0,,1,1,,,,27 years 68 days,"Deepak Hooda
            - T20 Internationals - Progressive Averages and Aggregates Summary"
6,3,28/06/2022,Ireland,The Village,104,172,86.00,,0,,1,2,,,,27 years 70 days,"Deepak Hooda
            - T20 Internationals - Progressive Averages and Aggregates Summary"
7,4,07/07/2022,England,The Rose Bowl,33,205,68.33,,0,,1,3,,,,27 years 79 days,"Deepak Hooda
            - T20 Internationals - Progressive Averages and Aggregates Summary"
8,5,02/08/2022,West Indies,Warner Park,10*,215,71.67,0/1,0,,1,4,,,,27 years 105 days,"Deepak Hooda
            - T20 Internationals - Progressive Averages and Aggregates Summary"
9,6,06/08/2022,West Indies,Central Broward Regional Park,21,236,59.00,0/4,0,,3,7,,,,27 years 109 days,"Deepak Hooda
            - T20 Internationals - Progressive Averages and Aggregates Summary"
10,7,07/08/2022,West Indies,Central Broward Regional Park,38,274,54.80,,0,,1,8,,,,27 years 110 days,"Deepak Hooda
            - T20 Internationals - Progressive Averages and Aggregates Summary"
11,8,04/09/2022,Pakistan,Dubai International Cricket Stadium,16,290,48.33,,0,,1,9,,,,27 years 138 days,"Deepak Hooda
            - T20 Internationals - Progressive Averages and Aggregates Summary"
12,9,06/09/2022,Sri Lanka,Dubai International Cricket Stadium,3,293,41.86,,0,,,9,,,,27 years 140 days,"Deepak Hooda
            - T20 Internationals - Progressive Averages and Aggregates Summary"
13,,08/09/2022,Afghanistan,Dubai International Cricket Stadium,-,293,41.86,1/3,1,32.00,,9,,,,27 years 142 days,"Deepak Hooda
            - T20 Internationals - Progressive Averages and Aggregates Summary"
14,10,30/10/2022,South Africa,Perth Stadium,0,293,36.63,,1,32.00,,9,,,,27 years 194 days,"Deepak Hooda
            - T20 Internationals - Progressive Averages and Aggregates Summary"
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,Name
0,Innings,Date,Versus,Ground,Batting,Batting,Batting,Bowling,Bowling,Bowling,Fielding,Fielding,Keeping,Keeping,Keeping,Age,"Ishan Kishan
            - T20 Internationals - Progressive Averages and Aggregates Summary"
1,Innings,Date,Versus,Ground,Runs,Aggr,Avg,Wkts,Aggr,Avg,Ca,Agg,Ca,St,Agg,Age,"Ishan Kishan
            - T20 Internationals - Progressive Averages and Aggregates Summary"
2,1,14/03/2021,England,Narendra Modi Stadium,56,56,56.00,,0,,,0,,,,22 years 239 days,"Ishan Kishan
            - T20 Internationals - Progressive Averages and Aggregates Summary"
3,2,16/03/2021,England,Narendra Modi Stadium,4,60,30.00,,0,,,0,,,,22 years 241 days,"Ishan Kishan
            - T20 Internationals - Progressive Averages and Aggregates Summary"
4,3,25/07/2021,Sri Lanka,R Premadasa Stadium,20*,80,40.00,,0,,,0,,1,1,23 years 7 days,"Ishan Kishan
            - T20 Internationals - Progressive Averages and Aggregates Summary"
5,4,31/10/2021,New Zealand,Dubai International Cricket Stadium,4,84,28.00,,0,,,0,,,1,23 years 105 days,"Ishan Kishan
            - T20 Internationals - Progressive Averages and Aggregates Summary"
6,5,21/11/2021,New Zealand,Eden Gardens,29,113,28.25,,0,,,0,,,1,23 years 126 days,"Ishan Kishan
            - T20 Internationals - Progressive Averages and Aggregates Summary"
7,6,16/02/2022,West Indies,Eden Gardens,35,148,29.60,,0,,,0,,,1,23 years 213 days,"Ishan Kishan
            - T20 Internationals - Progressive Averages and Aggregates Summary"
8,7,18/02/2022,West Indies,Eden Gardens,2,150,25.00,,0,,,0,,,1,23 years 215 days,"Ishan Kishan
            - T20 Internationals - Progressive Averages and Aggregates Summary"
9,8,20/02/2022,West Indies,Eden Gardens,34,184,26.29,,0,,,0,3,,4,23 years 217 days,"Ishan Kishan
            - T20 Internationals - Progressive Averages and Aggregates Summary"
10,9,24/02/2022,Sri Lanka,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,89,273,34.13,,0,,,0,1,1,6,23 years 221 days,"Ishan Kishan
            - T20 Internationals - Progressive Averages and Aggregates Summary"
11,10,26/02/2022,Sri Lanka,Himachal Pradesh Cricket Association Stadium,16,289,32.11,,0,,,0,,,6,23 years 223 days,"Ishan Kishan
            - T20 Internationals - Progressive Averages and Aggregates Summary"
12,11,09/06/2022,South Africa,Arun Jaitley Stadium,76,365,36.50,,0,,1,1,,,6,23 years 326 days,"Ishan Kishan
            - T20 Internationals - Progressive Averages and Aggregates Summary"
13,12,12/06/2022,South Africa,Barabati Stadium,34,399,36.27,,0,,,1,,,6,23 years 329 days,"Ishan Kishan
            - T20 Internationals - Progressive Averages and Aggregates Summary"
14,13,14/06/2022,South Africa,Dr YS Rajasekhara Reddy Cricket Stadium,54,453,37.75,,0,,,1,,,6,23 years 331 days,"Ishan Kishan
            - T20 Internationals - Progressive Averages and Aggregates Summary"
15,14,17/06/2022,South Africa,Saurashtra Cricket Association Stadium,27,480,36.92,,0,,1,2,,,6,23 years 334 days,"Ishan Kishan
            - T20 Internationals - Progressive Averages and Aggregates Summary"
16,15,19/06/2022,South Africa,M Chinnaswamy Stadium,15,495,35.36,,0,,,2,,,6,23 years 336 days,"Ishan Kishan
            - T20 Internationals - Progressive Averages and Aggregates Summary"
17,16,26/06/2022,Ireland,The Village,26,521,34.73,,0,,,2,,,6,23 years 343 days,"Ishan Kishan
            - T20 Internationals - Progressive Averages and Aggregates Summary"
18,17,28/06/2022,Ireland,The Village,3,524,32.75,,0,,,2,,,6,23 years 345 days,"Ishan Kishan
            - T20 Internationals - Progressive Averages and Aggregates Summary"
19,18,07/07/2022,England,The Rose Bowl,8,532,31.29,,0,,,2,,,6,23 years 354 days,"Ishan Kishan
            - T20 Internationals - Progressive Averages and Aggregates Summary"
20,19,07/08/2022,West Indies,Central Broward Regional Park,11,543,30.17,,0,,,2,,,6,24 years 20 days,"Ishan Kishan
            - T20 Internationals - Progressive Averages and Aggregates Summary"
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,Name
0,Innings,Date,Versus,Ground,Batting,Batting,Batting,Bowling,Bowling,Bowling,Fielding,Fielding,Keeping,Keeping,Keeping,Age,"Shreyas Iyer
            - T20 Internationals - Progressive Averages and Aggregates Summary"
1,Innings,Date,Versus,Ground,Runs,Aggr,Avg,Wkts,Aggr,Avg,Ca,Agg,Ca,St,Agg,Age,"Shreyas Iyer
            - T20 Internationals - Progressive Averages and Aggregates Summary"
2,,01/11/2017,New Zealand,Arun Jaitley Stadium,-,0,,,0,,,0,,,,22 years 330 days,"Shreyas Iyer
            - T20 Internationals - Progressive Averages and Aggregates Summary"
3,1,04/11/2017,New Zealand,Saurashtra Cricket Association Stadium,23,23,23.00,,0,,,0,,,,22 years 333 days,"Shreyas Iyer
            - T20 Internationals - Progressive Averages and Aggregates Summary"
4,2,07/11/2017,New Zealand,Greenfield International Stadium,6,29,14.50,,0,,1,1,,,,22 years 336 days,"Shreyas Iyer
            - T20 Internationals - Progressive Averages and Aggregates Summary"
5,3,20/12/2017,Sri Lanka,Barabati Stadium,24,53,17.67,,0,,,1,,,,23 years 14 days,"Shreyas Iyer
            - T20 Internationals - Progressive Averages and Aggregates Summary"
6,4,22/12/2017,Sri Lanka,Holkar Cricket Stadium,0,53,13.25,,0,,,1,,,,23 years 16 days,"Shreyas Iyer
            - T20 Internationals - Progressive Averages and Aggregates Summary"
7,5,24/12/2017,Sri Lanka,Wankhede Stadium,30,83,16.60,,0,,,1,,,,23 years 18 days,"Shreyas Iyer
            - T20 Internationals - Progressive Averages and Aggregates Summary"
8,6,18/09/2019,South Africa,Punjab Cricket Association IS Bindra Stadium,16*,99,19.80,,0,,,1,,,,24 years 286 days,"Shreyas Iyer
            - T20 Internationals - Progressive Averages and Aggregates Summary"
9,7,22/09/2019,South Africa,M Chinnaswamy Stadium,5,104,17.33,,0,,,1,,,,24 years 290 days,"Shreyas Iyer
            - T20 Internationals - Progressive Averages and Aggregates Summary"
10,8,03/11/2019,Bangladesh,Arun Jaitley Stadium,22,126,18.00,,0,,,1,,,,24 years 332 days,"Shreyas Iyer
            - T20 Internationals - Progressive Averages and Aggregates Summary"
11,9,07/11/2019,Bangladesh,Saurashtra Cricket Association Stadium,24*,150,21.43,,0,,1,2,,,,24 years 336 days,"Shreyas Iyer
            - T20 Internationals - Progressive Averages and Aggregates Summary"
12,10,10/11/2019,Bangladesh,Vidarbha Cricket Association Stadium,62,212,26.50,,0,,1,3,,,,24 years 339 days,"Shreyas Iyer
            - T20 Internationals - Progressive Averages and Aggregates Summary"
13,11,06/12/2019,West Indies,Rajiv Gandhi International Stadium,4,216,24.00,,0,,,3,,,,24 years 365 days,"Shreyas Iyer
            - T20 Internationals - Progressive Averages and Aggregates Summary"
14,12,08/12/2019,West Indies,Greenfield International Stadium,10,226,22.60,,0,,,3,,,,25 years 2 days,"Shreyas Iyer
            - T20 Internationals - Progressive Averages and Aggregates Summary"
15,13,11/12/2019,West Indies,Wankhede Stadium,0*,226,22.60,,0,,1,4,,,,25 years 5 days,"Shreyas Iyer
            - T20 Internationals - Progressive Averages and Aggregates Summary"
16,,05/01/2020,Sri Lanka,Barsapara Cricket Stadium,-,226,22.60,,0,,,4,,,,25 years 30 days,"Shreyas Iyer
            - T20 Internationals - Progressive Averages and Aggregates Summary"
17,14,07/01/2020,Sri Lanka,Holkar Cricket Stadium,34,260,23.64,,0,,,4,,,,25 years 32 days,"Shreyas Iyer
            - T20 Internationals - Progressive Averages and Aggregates Summary"
18,15,10/01/2020,Sri Lanka,Maharashtra Cricket Association Stadium,4,264,22.00,,0,,1,5,,,,25 years 35 days,"Shreyas Iyer
            - T20 Internationals - Progressive Averages and Aggregates Summary"
19,16,24/01/2020,New Zealand,Eden Park,58*,322,26.83,,0,,1,6,,,,25 years 49 days,"Shreyas Iyer
            - T20 Internationals - Progressive Averages and Aggregates Summary"
20,17,26/01/2020,New Zealand,Eden Park,44,366,28.15,,0,,,6,,,,25 years 51 days,"Shreyas Iyer
            - T20 Internationals - Progressive Averages and Aggregates Summary"
21,18,29/01/2020,New Zealand,Seddon Park,17,383,27.36,,0,,,6,,,,25 years 54 days,"Shreyas Iyer
            - T20 Internationals - Progressive Averages and Aggregates Summary"
22,19,31/01/2020,New Zealand,Westpac Stadium,1,384,25.60,,0,,1,7,,,,25 years 56 days,"Shreyas Iyer
            - T20 Internationals - Progressive Averages and Aggregates Summary"
23,20,02/02/2020,New Zealand,Bay Oval,33*,417,27.80,,0,,,7,,,,25 years 58 days,"Shreyas Iyer
            - T20 Internationals - Progressive Averages and Aggregates Summary"
24,21,06/12/2020,Australia,Sydney Cricket Ground,12*,429,28.60,,0,,1,8,,,,26 years 0 days,"Shreyas Iyer
            - T20 Internationals - Progressive Averages and Aggregates Summary"
25,22,08/12/2020,Australia,Sydney Cricket Ground,0,429,26.81,,0,,,8,,,,26 years 2 days,"Shreyas Iyer
            - T20 Internationals - Progressive Averages and Aggregates Summary"
26,23,12/03/2021,England,Narendra Modi Stadium,67,496,29.18,,0,,,8,,,,26 years 96 days,"Shreyas Iyer
            - T20 Internationals - Progressive Averages and Aggregates Summary"
27,24,14/03/2021,England,Narendra Modi Stadium,8*,504,29.65,,0,,,8,,,,26 years 98 days,"Shreyas Iyer
            - T20 Internationals - Progressive Averages and Aggregates Summary"
28,25,16/03/2021,England,Narendra Modi Stadium,9,513,28.50,,0,,,8,,,,26 years 100 days,"Shreyas Iyer
            - T20 Internationals - Progressive Averages and Aggregates Summary"
29,26,18/03/2021,England,Narendra Modi Stadium,37,550,28.95,,0,,,8,,,,26 years 102 days,"Shreyas Iyer
            - T20 Internationals - Progressive Averages and Aggregates Summary"
30,,20/03/2021,England,Narendra Modi Stadium,-,550,28.95,,0,,,8,,,,26 years 104 days,"Shreyas Iyer
            - T20 Internationals - Progressive Averages and Aggregates Summary"
31,27,17/11/2021,New Zealand,Sawai Mansingh Stadium,5,555,27.75,,0,,1,9,,,,26 years 346 days,"Shreyas Iyer
            - T20 Internationals - Progressive Averages and Aggregates Summary"
32,,19/11/2021,New Zealand,JSCA International Stadium Complex,-,555,27.75,,0,,,9,,,,26 years 348 days,"Shreyas Iyer
            - T20 Internationals - Progressive Averages and Aggregates Summary"
33,28,21/11/2021,New Zealand,Eden Gardens,25,580,27.62,,0,,,9,,,,26 years 350 days,"Shreyas Iyer
            - T20 Internationals - Progressive Averages and Aggregates Summary"
34,29,20/02/2022,West Indies,Eden Gardens,25,605,27.50,,0,,1,10,,,,27 years 76 days,"Shreyas Iyer
            - T20 Internationals - Progressive Averages and Aggregates Summary"
35,30,24/02/2022,Sri Lanka,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,57*,662,30.09,,0,,,10,,,,27 years 80 days,"Shreyas Iyer
            - T20 Internationals - Progressive Averages and Aggregates Summary"
36,31,26/02/2022,Sri Lanka,Himachal Pradesh Cricket Association Stadium,74*,736,33.45,,0,,1,11,,,,27 years 82 days,"Shreyas Iyer
            - T20 Internationals - Progressive Averages and Aggregates Summary"
37,32,27/02/2022,Sri Lanka,Himachal Pradesh Cricket Association Stadium,73*,809,36.77,,0,,,11,,,,27 years 83 days,"Shreyas Iyer
            - T20 Internationals - Progressive Averages and Aggregates Summary"
38,33,09/06/2022,South Africa,Arun Jaitley Stadium,36,845,36.74,,0,,,11,,,,27 years 185 days,"Shreyas Iyer
            - T20 Internationals - Progressive Averages and Aggregates Summary"
39,34,12/06/2022,South Africa,Barabati Stadium,40,885,36.88,0/2,0,,,11,,,,27 years 188 days,"Shreyas Iyer
            - T20 Internationals - Progressive Averages and Aggregates Summary"
40,35,14/06/2022,South Africa,Dr YS Rajasekhara Reddy Cricket Stadium,14,899,35.96,,0,,,11,,,,27 years 190 days,"Shreyas Iyer
            - T20 Internationals - Progressive Averages and Aggregates Summary"
41,36,17/06/2022,South Africa,Saurashtra Cricket Association Stadium,4,903,34.73,,0,,1,12,,,,27 years 193 days,"Shreyas Iyer
            - T20 Internationals - Progressive Averages and Aggregates Summary"
42,37,19/06/2022,South Africa,M Chinnaswamy Stadium,0*,903,34.73,,0,,,12,,,,27 years 195 days,"Shreyas Iyer
            - T20 Internationals - Progressive Averages and Aggregates Summary"
43,38,10/07/2022,England,Trent Bridge,28,931,34.48,,0,,,12,,,,27 years 216 days,"Shreyas Iyer
            - T20 Internationals - Progressive Averages and Aggregates Summary"
44,39,29/07/2022,West Indies,Brian Lara Stadium,0,931,33.25,,0,,,12,,,,27 years 235 days,"Shreyas Iyer
            - T20 Internationals - Progressive Averages and Aggregates Summary"
45,40,01/08/2022,West Indies,Warner Park,10,941,32.45,,0,,,12,,,,27 years 238 days,"Shreyas Iyer
            - T20 Internationals - Progressive Averages and Aggregates Summary"
46,41,02/08/2022,West Indies,Warner Park,24,965,32.17,,0,,,12,,,,27 years 239 days,"Shreyas Iyer
            - T20 Internationals - Progressive Averages and Aggregates Summary"
47,42,07/08/2022,West Indies,Central Broward Regional Park,64,1029,33.19,,0,,1,13,,,,27 years 244 days,"Shreyas Iyer
            - T20 Internationals - Progressive Averages and Aggregates Summary"
48,43,04/10/2022,South Africa,Holkar Cricket Stadium,1,1030,32.19,,0,,,13,,,,27 years 302 days,"Shreyas Iyer
            - T20 Internationals - Progressive Averages and Aggregates Summary"
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,Name
0,Innings,Date,Versus,Ground,Batting,Batting,Batting,Bowling,Bowling,Bowling,Fielding,Fielding,Keeping,Keeping,Keeping,Age,"Venkatesh Iyer
            - T20 Internationals - Progressive Averages and Aggregates Summary"
1,Innings,Date,Versus,Ground,Runs,Aggr,Avg,Wkts,Aggr,Avg,Ca,Agg,Ca,St,Agg,Age,"Venkatesh Iyer
            - T20 Internationals - Progressive Averages and Aggregates Summary"
2,1,17/11/2021,New Zealand,Sawai Mansingh Stadium,4,4,4.00,,0,,,0,,,,26 years 327 days,"Venkatesh Iyer
            - T20 Internationals - Progressive Averages and Aggregates Summary"
3,2,19/11/2021,New Zealand,JSCA International Stadium Complex,12*,16,16.00,,0,,,0,,,,26 years 329 days,"Venkatesh Iyer
            - T20 Internationals - Progressive Averages and Aggregates Summary"
4,3,21/11/2021,New Zealand,Eden Gardens,20,36,18.00,1/12,1,12.00,,0,,,,26 years 331 days,"Venkatesh Iyer
            - T20 Internationals - Progressive Averages and Aggregates Summary"
5,4,16/02/2022,West Indies,Eden Gardens,24*,60,30.00,0/4,1,16.00,1,1,,,,27 years 53 days,"Venkatesh Iyer
            - T20 Internationals - Progressive Averages and Aggregates Summary"
6,5,18/02/2022,West Indies,Eden Gardens,33,93,31.00,,1,16.00,,1,,,,27 years 55 days,"Venkatesh Iyer
            - T20 Internationals - Progressive Averages and Aggregates Summary"
7,6,20/02/2022,West Indies,Eden Gardens,35*,128,42.67,2/23,3,13.00,,1,,,,27 years 57 days,"Venkatesh Iyer
            - T20 Internationals - Progressive Averages and Aggregates Summary"
8,,24/02/2022,Sri Lanka,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,-,128,42.67,2/36,5,15.00,,1,,,,27 years 61 days,"Venkatesh Iyer
            - T20 Internationals - Progressive Averages and Aggregates Summary"
9,,26/02/2022,Sri Lanka,Himachal Pradesh Cricket Association Stadium,-,128,42.67,,5,15.00,1,2,,,,27 years 63 days,"Venkatesh Iyer
            - T20 Internationals - Progressive Averages and Aggregates Summary"
10,7,27/02/2022,Sri Lanka,Himachal Pradesh Cricket Association Stadium,5,133,33.25,,5,15.00,2,4,,,,27 years 64 days,"Venkatesh Iyer
            - T20 Internationals - Progressive Averages and Aggregates Summary"
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,Name
0,Innings,Date,Versus,Ground,Batting,Batting,Batting,Bowling,Bowling,Bowling,Fielding,Fielding,Keeping,Keeping,Keeping,Age,"Ravindra Jadeja
            - T20 Internationals - Progressive Averages and Aggregates Summary"
1,Innings,Date,Versus,Ground,Runs,Aggr,Avg,Wkts,Aggr,Avg,Ca,Agg,Ca,St,Agg,Age,"Ravindra Jadeja
            - T20 Internationals - Progressive Averages and Aggregates Summary"
2,1,10/02/2009,Sri Lanka,R Premadasa Stadium,5,5,5.00,0/29,0,,,0,,,,20 years 66 days,"Ravindra Jadeja
            - T20 Internationals - Progressive Averages and Aggregates Summary"
3,2,27/02/2009,New Zealand,Westpac Stadium,19,24,12.00,0/21,0,,,0,,,,20 years 83 days,"Ravindra Jadeja
            - T20 Internationals - Progressive Averages and Aggregates Summary"
4,3,14/06/2009,England,Lord's,25,49,16.33,2/26,2,38.00,1,1,,,,20 years 190 days,"Ravindra Jadeja
            - T20 Internationals - Progressive Averages and Aggregates Summary"
5,4,16/06/2009,South Africa,Trent Bridge,7*,56,18.67,1/9,3,28.33,2,3,,,,20 years 192 days,"Ravindra Jadeja
            - T20 Internationals - Progressive Averages and Aggregates Summary"
6,,12/12/2009,Sri Lanka,Punjab Cricket Association IS Bindra Stadium,-,56,18.67,0/30,3,38.33,1,4,,,,21 years 6 days,"Ravindra Jadeja
            - T20 Internationals - Progressive Averages and Aggregates Summary"
7,,01/05/2010,Afghanistan,Daren Sammy National Cricket Stadium,-,56,18.67,1/15,4,32.50,,4,,,,21 years 146 days,"Ravindra Jadeja
            - T20 Internationals - Progressive Averages and Aggregates Summary"
8,,02/05/2010,South Africa,Daren Sammy National Cricket Stadium,-,56,18.67,0/37,4,41.75,1,5,,,,21 years 147 days,"Ravindra Jadeja
            - T20 Internationals - Progressive Averages and Aggregates Summary"
9,5,07/05/2010,Australia,Kensington Oval,4,60,15.00,0/38,4,51.25,,5,,,,21 years 152 days,"Ravindra Jadeja
            - T20 Internationals - Progressive Averages and Aggregates Summary"
10,6,09/05/2010,West Indies,Kensington Oval,5*,65,16.25,1/27,5,46.40,,5,,,,21 years 154 days,"Ravindra Jadeja
            - T20 Internationals - Progressive Averages and Aggregates Summary"
11,7,29/10/2011,England,Eden Gardens,0,65,13.00,1/9,6,40.17,,5,,,,22 years 327 days,"Ravindra Jadeja
            - T20 Internationals - Progressive Averages and Aggregates Summary"
12,8,01/02/2012,Australia,ANZ Stadium,7,72,12.00,0/23,6,44.00,,5,,,,23 years 57 days,"Ravindra Jadeja
            - T20 Internationals - Progressive Averages and Aggregates Summary"
13,,03/02/2012,Australia,Melbourne Cricket Ground,-,72,12.00,1/16,7,40.00,1,6,,,,23 years 59 days,"Ravindra Jadeja
            - T20 Internationals - Progressive Averages and Aggregates Summary"
14,9,20/12/2012,England,Maharashtra Cricket Association Stadium,0*,72,12.00,0/22,7,43.14,,6,,,,24 years 14 days,"Ravindra Jadeja
            - T20 Internationals - Progressive Averages and Aggregates Summary"
15,10,25/12/2012,Pakistan,M Chinnaswamy Stadium,2,74,10.57,0/29,7,47.29,,6,,,,24 years 19 days,"Ravindra Jadeja
            - T20 Internationals - Progressive Averages and Aggregates Summary"
16,,10/10/2013,Australia,Saurashtra Cricket Association Stadium,-,74,10.57,1/23,8,44.25,1,7,,,,24 years 308 days,"Ravindra Jadeja
            - T20 Internationals - Progressive Averages and Aggregates Summary"
17,,21/03/2014,Pakistan,Shere Bangla National Stadium,-,74,10.57,1/18,9,41.33,,7,,,,25 years 105 days,"Ravindra Jadeja
            - T20 Internationals - Progressive Averages and Aggregates Summary"
18,,23/03/2014,West Indies,Shere Bangla National Stadium,-,74,10.57,3/48,12,35.00,,7,,,,25 years 107 days,"Ravindra Jadeja
            - T20 Internationals - Progressive Averages and Aggregates Summary"
19,,28/03/2014,Bangladesh,Shere Bangla National Stadium,-,74,10.57,0/30,12,37.50,1,8,,,,25 years 112 days,"Ravindra Jadeja
            - T20 Internationals - Progressive Averages and Aggregates Summary"
20,11,30/03/2014,Australia,Shere Bangla National Stadium,3,77,9.63,1/25,13,36.54,2,10,,,,25 years 114 days,"Ravindra Jadeja
            - T20 Internationals - Progressive Averages and Aggregates Summary"
21,,04/04/2014,South Africa,Shere Bangla National Stadium,-,77,9.63,0/8,13,37.15,,10,,,,25 years 119 days,"Ravindra Jadeja
            - T20 Internationals - Progressive Averages and Aggregates Summary"
22,,06/04/2014,Sri Lanka,Shere Bangla National Stadium,-,77,9.63,0/11,13,38.00,1,11,,,,25 years 121 days,"Ravindra Jadeja
            - T20 Internationals - Progressive Averages and Aggregates Summary"
23,12,07/09/2014,England,Edgbaston,7,84,9.33,1/35,14,37.79,,11,,,,25 years 275 days,"Ravindra Jadeja
            - T20 Internationals - Progressive Averages and Aggregates Summary"
24,,26/01/2016,Australia,Adelaide Oval,-,84,9.33,2/21,16,34.38,1,12,,,,27 years 51 days,"Ravindra Jadeja
            - T20 Internationals - Progressive Averages and Aggregates Summary"
25,,29/01/2016,Australia,Melbourne Cricket Ground,-,84,9.33,2/32,18,32.33,1,13,,,,27 years 54 days,"Ravindra Jadeja
            - T20 Internationals - Progressive Averages and Aggregates Summary"
26,,31/01/2016,Australia,Sydney Cricket Ground,-,84,9.33,1/41,19,32.79,1,14,,,,27 years 56 days,"Ravindra Jadeja
            - T20 Internationals - Progressive Averages and Aggregates Summary"
27,13,09/02/2016,Sri Lanka,Maharashtra Cricket Association Stadium,6,90,9.00,0/18,19,33.74,,14,,,,27 years 65 days,"Ravindra Jadeja
            - T20 Internationals - Progressive Averages and Aggregates Summary"
28,14,12/02/2016,Sri Lanka,JSCA International Stadium Complex,1*,91,9.10,2/24,21,31.67,,14,,,,27 years 68 days,"Ravindra Jadeja
            - T20 Internationals - Progressive Averages and Aggregates Summary"
29,,14/02/2016,Sri Lanka,Dr YS Rajasekhara Reddy Cricket Stadium,-,91,9.10,1/11,22,30.73,1,15,,,,27 years 70 days,"Ravindra Jadeja
            - T20 Internationals - Progressive Averages and Aggregates Summary"
30,15,24/02/2016,Bangladesh,Shere Bangla National Stadium,0*,91,9.10,0/25,22,31.86,1,16,,,,27 years 80 days,"Ravindra Jadeja
            - T20 Internationals - Progressive Averages and Aggregates Summary"
31,,27/02/2016,Pakistan,Shere Bangla National Stadium,-,91,9.10,2/11,24,29.67,,16,,,,27 years 83 days,"Ravindra Jadeja
            - T20 Internationals - Progressive Averages and Aggregates Summary"
32,,01/03/2016,Sri Lanka,Shere Bangla National Stadium,-,91,9.10,0/19,24,30.46,,16,,,,27 years 86 days,"Ravindra Jadeja
            - T20 Internationals - Progressive Averages and Aggregates Summary"
33,,06/03/2016,Bangladesh,Shere Bangla National Stadium,-,91,9.10,1/25,25,30.24,,16,,,,27 years 91 days,"Ravindra Jadeja
            - T20 Internationals - Progressive Averages and Aggregates Summary"
34,16,15/03/2016,New Zealand,Vidarbha Cricket Association Stadium,0,91,8.27,1/26,26,30.08,,16,,,,27 years 100 days,"Ravindra Jadeja
            - T20 Internationals - Progressive Averages and Aggregates Summary"
35,,19/03/2016,Pakistan,Eden Gardens,-,91,8.27,1/20,27,29.70,1,17,,,,27 years 104 days,"Ravindra Jadeja
            - T20 Internationals - Progressive Averages and Aggregates Summary"
36,17,23/03/2016,Bangladesh,M Chinnaswamy Stadium,12,103,8.58,2/22,29,28.41,1,18,,,,27 years 108 days,"Ravindra Jadeja
            - T20 Internationals - Progressive Averages and Aggregates Summary"
