,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,Name 
137,130,18/06/2015,Bangladesh,Shere Bangla National Stadium,63,4283,39.66,,8,63.00,3,49,,,,28 years 49 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
138,131,21/06/2015,Bangladesh,Shere Bangla National Stadium,0,4283,39.29,,8,63.00,,49,,,,28 years 52 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
139,132,24/06/2015,Bangladesh,Shere Bangla National Stadium,29,4312,39.20,,8,63.00,,49,,,,28 years 55 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
140,133,11/10/2015,South Africa,Green Park,150,4462,40.20,,8,63.00,,49,,,,28 years 164 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
141,134,14/10/2015,South Africa,Holkar Cricket Stadium,3,4465,39.87,,8,63.00,,49,,,,28 years 167 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
142,135,18/10/2015,South Africa,Saurashtra Cricket Association Stadium,65,4530,40.09,,8,63.00,,49,,,,28 years 171 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
143,136,22/10/2015,South Africa,MA Chidambaram Stadium,21,4551,39.92,,8,63.00,,49,,,,28 years 175 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
144,137,25/10/2015,South Africa,Wankhede Stadium,16,4567,39.71,,8,63.00,,49,,,,28 years 178 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
145,138,12/01/2016,Australia,WACA Ground,171*,4738,41.20,0/11,8,64.38,,49,,,,28 years 257 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
146,139,15/01/2016,Australia,Brisbane Cricket Ground,124,4862,41.91,,8,64.38,,49,,,,28 years 260 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
147,140,17/01/2016,Australia,Melbourne Cricket Ground,6,4868,41.61,,8,64.38,,49,,,,28 years 262 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
148,141,20/01/2016,Australia,Manuka Oval,41,4909,41.60,,8,64.38,1,50,,,,28 years 265 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
149,142,23/01/2016,Australia,Sydney Cricket Ground,99,5008,42.08,,8,64.38,1,51,,,,28 years 268 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
150,143,16/10/2016,New Zealand,Himachal Pradesh Cricket Association Stadium,14,5022,41.85,,8,64.38,1,52,,,,29 years 169 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
151,144,20/10/2016,New Zealand,Arun Jaitley Stadium,15,5037,41.63,,8,64.38,1,53,,,,29 years 173 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
152,145,23/10/2016,New Zealand,Punjab Cricket Association IS Bindra Stadium,13,5050,41.39,,8,64.38,,53,,,,29 years 176 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
153,146,26/10/2016,New Zealand,JSCA International Stadium Complex,11,5061,41.15,,8,64.38,1,54,,,,29 years 179 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
154,147,29/10/2016,New Zealand,Dr YS Rajasekhara Reddy Cricket Stadium,70,5131,41.38,,8,64.38,,54,,,,29 years 182 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
155,148,04/06/2017,Pakistan,Edgbaston,91,5222,41.78,,8,64.38,,54,,,,30 years 35 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
156,149,08/06/2017,Sri Lanka,Kennington Oval,78,5300,42.06,,8,64.38,,54,,,,30 years 39 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
157,150,11/06/2017,South Africa,Kennington Oval,12,5312,41.83,,8,64.38,,54,,,,30 years 42 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
158,151,15/06/2017,Bangladesh,Edgbaston,123*,5435,42.80,,8,64.38,,54,,,,30 years 46 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
159,152,18/06/2017,Pakistan,Kennington Oval,0,5435,42.46,,8,64.38,,54,,,,30 years 49 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
160,153,20/08/2017,Sri Lanka,Rangiri Dambulla International Stadium,4,5439,42.16,,8,64.38,,54,,,,30 years 112 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
161,154,24/08/2017,Sri Lanka,Pallekele International Cricket Stadium,54,5493,42.25,,8,64.38,1,55,,,,30 years 116 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
162,155,27/08/2017,Sri Lanka,Pallekele International Cricket Stadium,124*,5617,43.21,,8,64.38,1,56,,,,30 years 119 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
163,156,31/08/2017,Sri Lanka,R Premadasa Stadium,104,5721,43.67,,8,64.38,,56,,,,30 years 123 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
164,157,03/09/2017,Sri Lanka,R Premadasa Stadium,16,5737,43.46,,8,64.38,,56,,,,30 years 126 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
165,158,17/09/2017,Australia,MA Chidambaram Stadium,28,5765,43.35,,8,64.38,,56,,,,30 years 140 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
166,159,21/09/2017,Australia,Eden Gardens,7,5772,43.07,,8,64.38,,56,,,,30 years 144 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
167,160,24/09/2017,Australia,Holkar Cricket Stadium,71,5843,43.28,,8,64.38,,56,,,,30 years 147 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
168,161,28/09/2017,Australia,M Chinnaswamy Stadium,65,5908,43.44,,8,64.38,,56,,,,30 years 151 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
169,162,01/10/2017,Australia,Vidarbha Cricket Association Stadium,125,6033,44.04,,8,64.38,,56,,,,30 years 154 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
170,163,22/10/2017,New Zealand,Wankhede Stadium,20,6053,43.86,,8,64.38,,56,,,,30 years 175 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
171,164,25/10/2017,New Zealand,Maharashtra Cricket Association Stadium,7,6060,43.60,,8,64.38,,56,,,,30 years 178 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
172,165,29/10/2017,New Zealand,Green Park,147,6207,44.34,,8,64.38,,56,,,,30 years 182 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
173,166,10/12/2017,Sri Lanka,Himachal Pradesh Cricket Association Stadium,2,6209,44.04,,8,64.38,,56,,,,30 years 224 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
174,167,13/12/2017,Sri Lanka,Punjab Cricket Association IS Bindra Stadium,208*,6417,45.51,,8,64.38,1,57,,,,30 years 227 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
175,168,17/12/2017,Sri Lanka,Dr YS Rajasekhara Reddy Cricket Stadium,7,6424,45.24,,8,64.38,1,58,,,,30 years 231 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
176,169,01/02/2018,South Africa,Kingsmead,20,6444,45.06,,8,64.38,,58,,,,30 years 277 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
177,170,04/02/2018,South Africa,SuperSport Park,15,6459,44.85,,8,64.38,,58,,,,30 years 280 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
178,171,07/02/2018,South Africa,Newlands,0,6459,44.54,,8,64.38,,58,,,,30 years 283 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
179,172,10/02/2018,South Africa,Wanderers Stadium,5,6464,44.27,,8,64.38,1,59,,,,30 years 286 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
180,173,13/02/2018,South Africa,St George's Park,115,6579,44.76,,8,64.38,1,60,,,,30 years 289 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
181,174,16/02/2018,South Africa,SuperSport Park,15,6594,44.55,,8,64.38,,60,,,,30 years 292 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
182,175,12/07/2018,England,Trent Bridge,137*,6731,45.48,,8,64.38,,60,,,,31 years 73 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
183,176,14/07/2018,England,Lord's,15,6746,45.28,,8,64.38,1,61,,,,31 years 75 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
184,177,17/07/2018,England,Headingley,2,6748,44.99,,8,64.38,,61,,,,31 years 78 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
185,178,18/09/2018,Hong Kong,Dubai International Cricket Stadium,23,6771,44.84,,8,64.38,1,62,,,,31 years 141 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
186,179,19/09/2018,Pakistan,Dubai International Cricket Stadium,52,6823,44.89,,8,64.38,,62,,,,31 years 142 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
187,180,21/09/2018,Bangladesh,Dubai International Cricket Stadium,83*,6906,45.43,,8,64.38,,62,,,,31 years 144 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
188,181,23/09/2018,Pakistan,Dubai International Cricket Stadium,111*,7017,46.16,,8,64.38,1,63,,,,31 years 146 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
189,182,28/09/2018,Bangladesh,Dubai International Cricket Stadium,48,7065,46.18,,8,64.38,,63,,,,31 years 151 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
190,183,21/10/2018,West Indies,Barsapara Cricket Stadium,152*,7217,47.17,,8,64.38,,63,,,,31 years 174 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
191,184,24/10/2018,West Indies,Dr YS Rajasekhara Reddy Cricket Stadium,4,7221,46.89,,8,64.38,1,64,,,,31 years 177 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
192,185,27/10/2018,West Indies,Maharashtra Cricket Association Stadium,8,7229,46.64,,8,64.38,2,66,,,,31 years 180 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
193,186,29/10/2018,West Indies,Brabourne Stadium,162,7391,47.38,,8,64.38,3,69,,,,31 years 182 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
194,187,01/11/2018,West Indies,Greenfield International Stadium,63*,7454,47.78,,8,64.38,,69,,,,31 years 185 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
195,188,12/01/2019,Australia,Sydney Cricket Ground,133,7587,48.32,,8,64.38,1,70,,,,31 years 257 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
196,189,15/01/2019,Australia,Adelaide Oval,43,7630,48.29,,8,64.38,,70,,,,31 years 260 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
197,190,18/01/2019,Australia,Melbourne Cricket Ground,9,7639,48.04,,8,64.38,1,71,,,,31 years 263 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
198,191,23/01/2019,New Zealand,McLean Park,11,7650,47.81,,8,64.38,1,72,,,,31 years 268 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
199,192,26/01/2019,New Zealand,Bay Oval,87,7737,48.06,,8,64.38,,72,,,,31 years 271 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
200,193,28/01/2019,New Zealand,Bay Oval,62,7799,48.14,,8,64.38,1,73,,,,31 years 273 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
201,194,31/01/2019,New Zealand,Seddon Park,7,7806,47.89,,8,64.38,,73,,,,31 years 276 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
202,195,03/02/2019,New Zealand,Westpac Stadium,2,7808,47.61,,8,64.38,,73,,,,31 years 279 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
203,196,02/03/2019,Australia,Rajiv Gandhi International Stadium,37,7845,47.55,,8,64.38,,73,,,,31 years 306 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
204,197,05/03/2019,Australia,Vidarbha Cricket Association Stadium,0,7845,47.26,,8,64.38,,73,,,,31 years 309 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
205,198,08/03/2019,Australia,JSCA International Stadium Complex,14,7859,47.06,,8,64.38,,73,,,,31 years 312 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
206,199,10/03/2019,Australia,Punjab Cricket Association IS Bindra Stadium,95,7954,47.35,,8,64.38,,73,,,,31 years 314 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
207,200,13/03/2019,Australia,Arun Jaitley Stadium,56,8010,47.40,,8,64.38,,73,,,,31 years 317 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
208,201,05/06/2019,South Africa,The Rose Bowl,122*,8132,48.12,,8,64.38,1,74,,,,32 years 36 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
209,202,09/06/2019,Australia,Kennington Oval,57,8189,48.17,,8,64.38,,74,,,,32 years 40 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
210,203,16/06/2019,Pakistan,Old Trafford,140,8329,48.71,,8,64.38,,74,,,,32 years 47 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
211,204,22/06/2019,Afghanistan,The Rose Bowl,1,8330,48.43,,8,64.38,,74,,,,32 years 53 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
212,205,27/06/2019,West Indies,Old Trafford,18,8348,48.25,,8,64.38,1,75,,,,32 years 58 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
213,206,30/06/2019,England,Edgbaston,102,8450,48.56,,8,64.38,1,76,,,,32 years 61 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
214,207,02/07/2019,Bangladesh,Edgbaston,104,8554,48.88,,8,64.38,,76,,,,32 years 63 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
215,208,06/07/2019,Sri Lanka,Headingley,103,8657,49.19,,8,64.38,1,77,,,,32 years 67 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
216,209,09/07/2019,New Zealand,Old Trafford,1,8658,48.92,,8,64.38,,77,,,,32 years 70 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
217,,08/08/2019,West Indies,Providence Stadium,-,8658,48.92,,8,64.38,,77,,,,32 years 100 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
